ece67659-a5e2-11e5-b5a5-a45e60eb67c5,6.7,"Fantasia is the adventurous 1940 experiment from Disney. The film sets Disney animated characters to classical music as Mickey Mouse uses his magic wand to set broomsticks dancing in one of the more famous elaborate scenes. The film was groundbreaking in its usage of animation and music and is still considered a masterpiece decades later.","{'Animation','Music','Family'}",G,1940-11-13,1940,"Fantasia",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece6b38f-a5e2-11e5-9dc3-a45e60eb67c5,7.2,"Philadelphia heiress Tracy Lord throws out her playboy husband C.K. Dexter Haven shortly after their marriage. Two years later, Tracy is about to marry respectable George Kittredge whilst Dexter has been working for \"Spy\" magazine. Dexter arrives at the Lord's mansion the day before the wedding with journalist Mike Connor and photographer Liz Imbrie, determined to spoil things.","{'Romance'}",NR,1940-12-01,1940,"The Philadelphia Story",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecebc6dc-a5e2-11e5-9f9b-a45e60eb67c5,7.3,"When Prince Ahmad (John Justin) is blinded and cast out of Bagdad by the nefarious Jaffar (Conrad Veidt), he joins forces with the scrappy thief Abu (the incomparable Sabu, in his definitive role) to win back his royal place, as well as the heart of a beautiful princess (June Duprez).","{'Fantasy','Adventure','Family'}",NR,1940-12-25,1940,"The Thief of Bagdad",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecf48a91-a5e2-11e5-88cd-a45e60eb67c5,6.5,"A light-hearted romantic drama starring Cary Grant &amp; Irene Dunne as a couple who meet, fall in love, quarrel and reunite. While listening to a recording of \"Penny Serenade\", Julie Gardiner Adams (Irene Dunne) begins reflecting on her past. She recalls her impulsive marriage to newspaper reporter Roger Adams (Carey Grant), which begins on a deliriously happy note but turns out to be fraught with tragedy. Other songs remind her of their courtship, their marriage, their desire for a child, and the joys and sorrows they have shared. A flood of memories come back to her as she ponders on their present problems and how they arose.","{'Romance'}",NR,1941-04-24,1941,"Penny Serenade",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece5bde6-a5e2-11e5-b9f8-a45e60eb67c5,7.5,"Following the death of a publishing tycoon, news reporters scramble to discover the meaning of his final utterance.","{}",NR,1941-05-01,1941,"Citizen Kane",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
eceb20c5-a5e2-11e5-9fde-a45e60eb67c5,6.4,"Dumbo is a baby elephant born with oversized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy -- Timothy the Mouse -- the pint-sized pachyderm learns to surmount all obstacles.","{'Family'}",G,1941-10-23,1941,"Dumbo",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecec7938-a5e2-11e5-b376-a45e60eb67c5,6.8,"The Wolf Man is a classic horror about a man who returns home to his father after his brothers death, while staying with his father and trying to make amends with him he meets an array of new people and he seems to like it. But things take a turn for the worst when he is bitten by a werewolf and becomes one himself.","{'Drama'}",NR,1941-12-12,1941,"The Wolf Man",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece7a797-a5e2-11e5-a2a9-a45e60eb67c5,5.6,"Ygor discovers Frankenstein's creation is still alive and brings him to the Doctor's son, Ludwig, for help. Obsessed with restoring the monster to his full potential, Ludwig is unaware that someone has more devious plans for the creature.","{'Science Fiction','Horror'}",NR,1942-03-13,1942,"The Ghost of Frankenstein",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ece7aa66-a5e2-11e5-908f-a45e60eb67c5,7.0,"A film of the life of the renowned musical composer, playwright, actor, dancer and singer George M. Cohan.","{'Music'}",G,1942-06-06,1942,"Yankee Doodle Dandy",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
ecec5c0a-a5e2-11e5-9d22-a45e60eb67c5,6.7,"Lovely Linda Mason has crooner Jim Hardy head over heels, but suave stepper Ted Hanover wants her for his new dance partner after femme fatale Lila Dixon gives him the brush. Jim's supper club, Holiday Inn, is the setting for the chase by Hanover and manager Danny Reed. The music's the thing.","{'Drama','Romance','Music'}",NR,1942-08-04,1942,"Holiday Inn",6b234a61-faa6-4b4e-bba1-7c283fb8cae5
